datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day,weekday,month,CO(GT)_rolling3,NOx(GT)_rolling3,NO2(GT)_rolling3,C6H6(GT)_rolling3,CO(GT)_lag1,NOx(GT)_lag1,NO2(GT)_lag1,C6H6(GT)_lag1
2004-03-25 07:00:00,1.1,1038.0,55.0,3.8,697.0,84.0,1260.0,82.0,1383.0,605.0,8.1,79.0,0.8544,7.0,25.0,3.0,3.0,0.7333333333333334,46.333333333333336,51.0,1.9333333333333345,0.6,43.0,51.0,1.4
2004-03-25 08:00:00,2.7,1320.0,271.0,11.6,1035.0,184.0,902.0,112.0,1721.0,991.0,8.7,74.6,0.8429,8.0,25.0,3.0,3.0,1.4666666666666668,103.66666666666667,81.66666666666667,5.600000000000001,1.1,84.0,82.0,3.8
2004-03-25 09:00:00,3.5,1353.0,434.0,17.8,1235.0,202.0,740.0,119.0,1937.0,1175.0,8.6,75.1,0.8415,9.0,25.0,3.0,3.0,2.4333333333333336,156.66666666666666,104.33333333333333,11.066666666666668,2.7,184.0,112.0,11.6
2004-03-25 10:00:00,2.3,1133.0,300.0,8.8,933.0,133.0,969.0,99.0,1552.0,923.0,9.7,69.7,0.8389,10.0,25.0,3.0,3.0,2.8333333333333335,173.0,110.0,12.733333333333334,3.5,202.0,119.0,17.8
2004-03-25 11:00:00,1.6,1066.0,116.0,6.8,849.0,130.0,1039.0,98.0,1468.0,829.0,11.0,64.4,0.8447,11.0,25.0,3.0,3.0,2.4666666666666663,155.0,105.33333333333333,11.133333333333333,2.3,133.0,99.0,8.8
2004-03-25 12:00:00,1.3,1027.0,95.0,5.9,809.0,106.0,1081.0,88.0,1442.0,733.0,13.6,53.0,0.8209,12.0,25.0,3.0,3.0,1.7333333333333334,123.0,95.0,7.166666666666668,1.6,130.0,98.0,6.8
2004-03-25 13:00:00,2.0,1106.0,211.0,8.9,935.0,132.0,958.0,96.0,1570.0,819.0,14.2,48.4,0.778,13.0,25.0,3.0,3.0,1.6333333333333335,122.66666666666667,94.0,7.200000000000002,1.3,106.0,88.0,5.9
2004-03-25 14:00:00,1.9,1038.0,168.0,8.2,907.0,106.0,976.0,81.0,1492.0,723.0,14.2,46.3,0.7438,14.0,25.0,3.0,3.0,1.7333333333333334,114.66666666666667,88.33333333333333,7.666666666666668,2.0,132.0,96.0,8.9
2004-03-25 15:00:00,1.9,1084.0,154.0,8.6,924.0,125.0,986.0,92.0,1501.0,786.0,16.0,41.3,0.7462,15.0,25.0,3.0,3.0,1.9333333333333333,121.0,89.66666666666667,8.566666666666668,1.9,106.0,81.0,8.2
2004-03-25 16:00:00,2.2,1105.0,267.0,10.1,982.0,138.0,939.0,105.0,1545.0,850.0,17.7,35.4,0.7094,16.0,25.0,3.0,3.0,2.0,123.0,92.66666666666667,8.966666666666667,1.9,125.0,92.0,8.6
2004-03-25 17:00:00,2.0,1102.0,143.0,9.4,957.0,120.0,968.0,88.0,1527.0,820.0,17.1,37.4,0.7225,17.0,25.0,3.0,3.0,2.033333333333333,127.66666666666667,95.0,9.366666666666667,2.2,138.0,105.0,10.1
2004-03-25 18:00:00,2.9,1240.0,374.0,14.6,1137.0,158.0,836.0,103.0,1748.0,991.0,14.9,40.5,0.6835,18.0,25.0,3.0,3.0,2.3666666666666667,138.66666666666666,98.66666666666667,11.366666666666667,2.0,120.0,88.0,9.4
2004-03-25 19:00:00,5.2,1443.0,797.0,24.6,1418.0,253.0,666.0,141.0,2060.0,1454.0,13.4,47.8,0.7293,19.0,25.0,3.0,3.0,3.366666666666667,177.0,110.66666666666667,16.200000000000003,2.9,158.0,103.0,14.6
2004-03-25 20:00:00,4.6,1389.0,698.0,21.6,1341.0,231.0,692.0,133.0,1982.0,1488.0,12.6,52.5,0.7642,20.0,25.0,3.0,3.0,4.233333333333333,214.0,125.66666666666667,20.26666666666667,5.2,253.0,141.0,24.6
2004-03-25 21:00:00,2.5,1183.0,234.0,10.3,989.0,150.0,904.0,119.0,1539.0,1205.0,12.2,53.2,0.7555,21.0,25.0,3.0,3.0,4.1000000000000005,211.33333333333334,131.0,18.833333333333336,4.6,231.0,133.0,21.6
2004-03-25 22:00:00,1.5,1014.0,104.0,5.7,798.0,99.0,1083.0,106.0,1376.0,909.0,10.6,56.1,0.714,22.0,25.0,3.0,3.0,2.866666666666667,160.0,119.33333333333333,12.533333333333337,2.5,150.0,119.0,10.3
2004-03-25 23:00:00,1.2,979.0,67.0,4.5,736.0,75.0,1154.0,92.0,1324.0,769.0,9.9,59.5,0.7276,23.0,25.0,3.0,3.0,1.7333333333333336,108.0,105.66666666666667,6.833333333333335,1.5,99.0,106.0,5.7
2004-03-26 00:00:00,1.7,1048.0,88.0,5.5,787.0,93.0,1098.0,97.0,1373.0,835.0,9.6,61.1,0.7323,0.0,26.0,4.0,3.0,1.4666666666666668,89.0,98.33333333333333,5.233333333333334,1.2,75.0,92.0,4.5
2004-03-26 01:00:00,1.4,1024.0,79.0,4.8,753.0,79.0,1131.0,91.0,1357.0,793.0,9.7,61.6,0.7425,1.0,26.0,4.0,3.0,1.4333333333333336,82.33333333333333,93.33333333333333,4.9333333333333345,1.7,93.0,97.0,5.5
2004-03-26 02:00:00,1.2,974.0,61.0,3.6,690.0,67.0,1208.0,83.0,1313.0,733.0,9.4,62.6,0.7398,2.0,26.0,4.0,3.0,1.4333333333333336,79.66666666666667,90.33333333333333,4.633333333333335,1.4,79.0,91.0,4.8
2004-03-26 05:00:00,0.8,952.0,52.0,3.0,654.0,72.0,1210.0,73.0,1312.0,832.0,7.7,72.4,0.7655,5.0,26.0,4.0,3.0,0.7000000000000003,58.5,66.0,2.300000000000001,0.7,45.0,59.0,2.2
2004-03-26 06:00:00,0.9,1005.0,64.0,4.0,713.0,103.0,1130.0,78.0,1363.0,924.0,8.0,71.8,0.7711,6.0,26.0,4.0,3.0,0.8000000000000003,73.33333333333333,70.0,3.0666666666666678,0.8,72.0,73.0,3.0
2004-03-26 07:00:00,1.6,1122.0,88.0,6.7,842.0,132.0,1015.0,90.0,1438.0,974.0,8.5,66.3,0.7375,7.0,26.0,4.0,3.0,1.1000000000000003,102.33333333333333,80.33333333333333,4.566666666666667,0.9,103.0,78.0,4.0
2004-03-26 08:00:00,3.4,1351.0,375.0,16.7,1201.0,239.0,783.0,110.0,1828.0,1307.0,9.8,59.6,0.7214,8.0,26.0,4.0,3.0,1.9666666666666668,158.0,92.66666666666667,9.133333333333335,1.6,132.0,90.0,6.7
2004-03-26 09:00:00,3.8,1408.0,592.0,19.3,1278.0,275.0,682.0,114.0,1928.0,1481.0,11.2,57.0,0.7544,9.0,26.0,4.0,3.0,2.9333333333333336,215.33333333333334,104.66666666666667,14.233333333333334,3.4,239.0,110.0,16.7
2004-03-26 10:00:00,3.1,1304.0,357.0,14.8,1142.0,232.0,772.0,119.0,1747.0,1405.0,14.8,44.1,0.7407,10.0,26.0,4.0,3.0,3.4333333333333336,248.66666666666666,114.33333333333333,16.933333333333334,3.8,275.0,114.0,19.3
2004-03-26 11:00:00,2.7,1207.0,296.0,13.4,1098.0,180.0,826.0,121.0,1664.0,1195.0,16.8,35.3,0.6729,11.0,26.0,4.0,3.0,3.2000000000000006,229.0,118.0,15.833333333333336,3.1,232.0,119.0,14.8
2004-03-26 12:00:00,2.0,1099.0,181.0,11.0,1014.0,112.0,948.0,97.0,1503.0,868.0,19.2,27.1,0.5976,12.0,26.0,4.0,3.0,2.6000000000000005,174.66666666666666,112.33333333333333,13.066666666666668,2.7,180.0,121.0,13.4
2004-03-26 13:00:00,2.3,1106.0,211.0,12.5,1068.0,116.0,915.0,99.0,1535.0,874.0,19.1,26.2,0.5741,13.0,26.0,4.0,3.0,2.3333333333333335,136.0,105.66666666666667,12.300000000000002,2.0,112.0,97.0,11.0
2004-03-26 14:00:00,1.9,1009.0,199.0,8.4,916.0,103.0,1015.0,85.0,1391.0,738.0,16.3,30.8,0.5683,14.0,26.0,4.0,3.0,2.066666666666667,110.33333333333333,93.66666666666667,10.633333333333335,2.3,116.0,99.0,12.5
2004-03-26 15:00:00,1.3,962.0,81.0,5.3,776.0,89.0,1152.0,75.0,1279.0,550.0,14.2,36.8,0.5922,15.0,26.0,4.0,3.0,1.8333333333333337,102.66666666666667,86.33333333333333,8.733333333333336,1.9,103.0,85.0,8.4
2004-03-26 16:00:00,1.9,1093.0,143.0,8.8,933.0,112.0,976.0,87.0,1454.0,777.0,13.4,41.0,0.6292,16.0,26.0,4.0,3.0,1.7000000000000002,101.33333333333333,82.33333333333333,7.500000000000003,1.3,89.0,75.0,5.3
2004-03-26 17:00:00,2.3,1180.0,247.0,11.2,1023.0,127.0,886.0,102.0,1588.0,966.0,14.2,43.3,0.6982,17.0,26.0,4.0,3.0,1.8333333333333333,109.33333333333333,88.0,8.433333333333335,1.9,112.0,87.0,8.8
2004-03-26 18:00:00,2.4,1168.0,239.0,11.6,1037.0,125.0,868.0,105.0,1580.0,990.0,12.1,45.6,0.6403,18.0,26.0,4.0,3.0,2.2,121.33333333333333,98.0,10.533333333333333,2.3,127.0,102.0,11.2
2004-03-26 19:00:00,2.7,1168.0,267.0,12.4,1063.0,120.0,876.0,98.0,1540.0,944.0,10.4,48.0,0.6046,19.0,26.0,4.0,3.0,2.466666666666667,124.0,101.66666666666667,11.733333333333334,2.4,125.0,105.0,11.6
2004-03-26 20:00:00,2.6,1140.0,261.0,10.6,1000.0,120.0,916.0,93.0,1490.0,962.0,10.0,51.1,0.628,20.0,26.0,4.0,3.0,2.566666666666667,121.66666666666667,98.66666666666667,11.533333333333333,2.7,120.0,98.0,12.4
2004-03-26 21:00:00,1.5,1001.0,97.0,6.0,811.0,99.0,1097.0,91.0,1308.0,778.0,9.8,50.8,0.6172,21.0,26.0,4.0,3.0,2.266666666666667,113.0,94.0,9.666666666666666,2.6,120.0,93.0,10.6
2004-03-26 22:00:00,1.2,953.0,66.0,4.6,743.0,79.0,1185.0,85.0,1252.0,690.0,9.7,50.4,0.6063,22.0,26.0,4.0,3.0,1.7666666666666668,99.33333333333333,89.66666666666667,7.066666666666667,1.5,99.0,91.0,6.0
2004-03-26 23:00:00,1.1,972.0,60.0,4.1,715.0,66.0,1237.0,74.0,1258.0,644.0,9.9,50.2,0.6103,23.0,26.0,4.0,3.0,1.2666666666666668,81.33333333333333,83.33333333333333,4.900000000000001,1.2,79.0,85.0,4.6
2004-03-27 00:00:00,1.5,1021.0,77.0,5.2,776.0,94.0,1144.0,87.0,1307.0,753.0,9.4,53.4,0.63,0.0,27.0,5.0,3.0,1.2666666666666668,79.66666666666667,82.0,4.633333333333334,1.1,66.0,74.0,4.1
2004-03-27 01:00:00,1.0,940.0,57.0,3.2,664.0,70.0,1290.0,79.0,1232.0,646.0,8.6,57.8,0.6488,1.0,27.0,5.0,3.0,1.2000000000000002,76.66666666666667,80.0,4.166666666666668,1.5,94.0,87.0,5.2
2004-03-27 02:00:00,1.2,1046.0,65.0,4.5,736.0,75.0,1142.0,78.0,1312.0,838.0,8.1,62.1,0.6746,2.0,27.0,5.0,3.0,1.2333333333333336,79.66666666666667,81.33333333333333,4.300000000000002,1.0,70.0,79.0,3.2
2004-03-27 06:00:00,0.9,935.0,25.0,2.4,615.0,54.0,1373.0,59.0,1250.0,717.0,6.3,66.6,0.641,6.0,27.0,5.0,3.0,0.8500000000000003,47.666666666666664,56.666666666666664,2.700000000000001,0.8,32.0,48.0,1.9
2004-03-27 07:00:00,1.1,976.0,42.0,3.3,669.0,68.0,1270.0,65.0,1266.0,795.0,7.2,62.9,0.6396,7.0,27.0,5.0,3.0,0.9333333333333336,51.333333333333336,57.333333333333336,2.5333333333333345,0.9,54.0,59.0,2.4
2004-03-27 08:00:00,1.5,1124.0,78.0,6.7,842.0,98.0,1050.0,71.0,1418.0,936.0,7.2,63.9,0.65,8.0,27.0,5.0,3.0,1.166666666666667,73.33333333333333,65.0,4.133333333333334,1.1,68.0,65.0,3.3
2004-03-27 09:00:00,1.8,1163.0,128.0,8.5,919.0,128.0,922.0,84.0,1530.0,1076.0,11.1,50.5,0.6654,9.0,27.0,5.0,3.0,1.4666666666666668,98.0,73.33333333333333,6.166666666666668,1.5,98.0,71.0,6.7
2004-03-27 10:00:00,2.1,1167.0,184.0,9.7,966.0,129.0,942.0,93.0,1520.0,1016.0,15.5,36.1,0.6313,10.0,27.0,5.0,3.0,1.8,118.33333333333333,82.66666666666667,8.3,1.8,128.0,84.0,8.5
2004-03-27 11:00:00,2.1,1121.0,156.0,9.4,955.0,130.0,992.0,99.0,1451.0,834.0,17.8,29.2,0.592,11.0,27.0,5.0,3.0,2.0000000000000004,129.0,92.0,9.200000000000001,2.1,129.0,93.0,9.7
2004-03-27 12:00:00,1.9,1071.0,176.0,9.0,940.0,111.0,994.0,93.0,1449.0,756.0,17.6,30.1,0.6013,12.0,27.0,5.0,3.0,2.0333333333333337,123.33333333333333,95.0,9.366666666666667,2.1,130.0,99.0,9.4
2004-03-27 13:00:00,2.1,1065.0,232.0,10.0,979.0,106.0,950.0,96.0,1467.0,766.0,19.1,26.8,0.5861,13.0,27.0,5.0,3.0,2.0333333333333337,115.66666666666667,96.0,9.466666666666669,1.9,111.0,93.0,9.0
2004-03-27 14:00:00,2.5,1157.0,305.0,12.6,1072.0,137.0,888.0,114.0,1596.0,905.0,17.7,28.6,0.5735,14.0,27.0,5.0,3.0,2.1666666666666665,118.0,101.0,10.533333333333335,2.1,106.0,96.0,10.0
2004-03-27 15:00:00,1.9,1046.0,150.0,7.6,883.0,113.0,1051.0,101.0,1357.0,765.0,17.8,28.4,0.5737,15.0,27.0,5.0,3.0,2.1666666666666665,118.66666666666667,103.66666666666667,10.066666666666668,2.5,137.0,114.0,12.6
2004-03-27 16:00:00,2.2,1147.0,188.0,11.8,1042.0,122.0,934.0,108.0,1538.0,830.0,18.7,26.0,0.5555,16.0,27.0,5.0,3.0,2.2000000000000006,124.0,107.66666666666667,10.666666666666666,1.9,113.0,101.0,7.6
2004-03-27 17:00:00,2.3,1119.0,221.0,11.2,1022.0,137.0,916.0,117.0,1508.0,853.0,17.1,31.3,0.6038,17.0,27.0,5.0,3.0,2.1333333333333333,124.0,108.66666666666667,10.200000000000001,2.2,122.0,108.0,11.8
2004-03-27 18:00:00,2.7,1210.0,219.0,12.4,1062.0,165.0,886.0,125.0,1586.0,981.0,15.8,36.1,0.644,18.0,27.0,5.0,3.0,2.4000000000000004,141.33333333333334,116.66666666666667,11.800000000000002,2.3,137.0,117.0,11.2
2004-03-27 19:00:00,3.0,1306.0,306.0,12.9,1079.0,196.0,827.0,133.0,1621.0,1286.0,14.7,40.1,0.6657,19.0,27.0,5.0,3.0,2.6666666666666665,166.0,125.0,12.16666666666667,2.7,165.0,125.0,12.4
2004-03-27 20:00:00,2.8,1258.0,270.0,12.2,1057.0,174.0,841.0,119.0,1633.0,1244.0,13.6,44.9,0.6991,20.0,27.0,5.0,3.0,2.8333333333333335,178.33333333333334,125.66666666666667,12.5,3.0,196.0,133.0,12.9
2004-03-27 21:00:00,2.2,1148.0,231.0,8.8,930.0,140.0,948.0,107.0,1475.0,1056.0,12.5,48.1,0.6946,21.0,27.0,5.0,3.0,2.6666666666666665,170.0,119.66666666666667,11.300000000000002,2.8,174.0,119.0,12.2
2004-03-27 22:00:00,1.6,1108.0,125.0,6.8,848.0,102.0,1023.0,96.0,1421.0,1003.0,11.8,50.8,0.7042,22.0,27.0,5.0,3.0,2.2,138.66666666666666,107.33333333333333,9.266666666666667,2.2,140.0,107.0,8.8
2004-03-27 23:00:00,2.1,1231.0,122.0,8.6,924.0,130.0,906.0,105.0,1483.0,1245.0,10.9,56.1,0.7326,23.0,27.0,5.0,3.0,1.9666666666666668,124.0,102.66666666666667,8.066666666666668,1.6,102.0,96.0,6.8
2004-03-28 00:00:00,2.3,1293.0,161.0,8.9,937.0,121.0,930.0,102.0,1464.0,1200.0,10.9,55.9,0.7277,0.0,28.0,6.0,3.0,2.0,117.66666666666667,101.0,8.100000000000001,2.1,130.0,105.0,8.6
2004-03-28 01:00:00,2.3,1274.0,101.0,8.3,912.0,111.0,939.0,97.0,1451.0,1188.0,10.3,58.1,0.7278,1.0,28.0,6.0,3.0,2.233333333333334,120.66666666666667,101.33333333333333,8.600000000000001,2.3,121.0,102.0,8.9
2004-03-28 02:00:00,1.7,1135.0,95.0,6.3,827.0,87.0,1013.0,79.0,1395.0,1070.0,9.3,62.2,0.7294,2.0,28.0,6.0,3.0,2.1,106.33333333333333,92.66666666666667,7.833333333333336,2.3,111.0,97.0,8.3
2004-03-28 05:00:00,0.8,870.0,54.0,2.6,626.0,39.0,1325.0,52.0,1284.0,755.0,9.6,58.5,0.7,5.0,28.0,6.0,3.0,1.4333333333333336,58.0,60.5,5.333333333333336,1.3,77.0,69.0,5.1
2004-03-28 06:00:00,1.1,983.0,63.0,3.6,688.0,77.0,1251.0,62.0,1342.0,806.0,7.7,66.4,0.699,6.0,28.0,6.0,3.0,1.0666666666666667,64.33333333333333,61.0,3.766666666666668,0.8,39.0,52.0,2.6
2004-03-28 07:00:00,1.4,995.0,72.0,3.6,691.0,91.0,1219.0,69.0,1321.0,836.0,7.4,68.0,0.7043,7.0,28.0,6.0,3.0,1.0999999999999999,69.0,61.0,3.266666666666669,1.1,77.0,62.0,3.6
2004-03-28 08:00:00,1.3,1024.0,91.0,4.7,747.0,105.0,1136.0,75.0,1382.0,897.0,9.7,58.6,0.7035,8.0,28.0,6.0,3.0,1.2666666666666668,91.0,68.66666666666667,3.9666666666666686,1.4,91.0,69.0,3.6
2004-03-28 09:00:00,1.9,1163.0,127.0,7.5,880.0,133.0,959.0,83.0,1486.0,1073.0,12.5,50.1,0.7242,9.0,28.0,6.0,3.0,1.5333333333333332,109.66666666666667,75.66666666666667,5.266666666666668,1.3,105.0,75.0,4.7
2004-03-28 10:00:00,2.3,1218.0,193.0,9.0,938.0,128.0,918.0,94.0,1501.0,1088.0,16.8,36.9,0.7018,10.0,28.0,6.0,3.0,1.8333333333333333,122.0,84.0,7.066666666666667,1.9,133.0,83.0,7.5
2004-03-28 11:00:00,2.3,1210.0,188.0,9.5,958.0,126.0,933.0,96.0,1514.0,1036.0,19.2,31.3,0.6887,11.0,28.0,6.0,3.0,2.1666666666666665,129.0,91.0,8.66666666666667,2.3,128.0,94.0,9.0
2004-03-28 12:00:00,1.8,1114.0,151.0,7.7,887.0,92.0,1020.0,86.0,1438.0,768.0,21.3,26.4,0.6607,12.0,28.0,6.0,3.0,2.1333333333333333,115.33333333333333,92.0,8.733333333333336,2.3,126.0,96.0,9.5
2004-03-28 13:00:00,1.4,995.0,103.0,5.7,796.0,66.0,1159.0,72.0,1287.0,587.0,21.2,23.1,0.5768,13.0,28.0,6.0,3.0,1.833333333333333,94.66666666666667,84.66666666666667,7.6333333333333355,1.8,92.0,86.0,7.7
2004-03-28 14:00:00,1.0,927.0,55.0,3.8,700.0,50.0,1285.0,53.0,1189.0,452.0,18.6,25.0,0.5319,14.0,28.0,6.0,3.0,1.4000000000000001,69.33333333333333,70.33333333333333,5.733333333333335,1.4,66.0,72.0,5.7
2004-03-28 15:00:00,1.4,1002.0,104.0,4.8,754.0,70.0,1189.0,65.0,1260.0,470.0,18.0,27.3,0.5594,15.0,28.0,6.0,3.0,1.2666666666666666,62.0,63.333333333333336,4.766666666666668,1.0,50.0,53.0,3.8
2004-03-28 16:00:00,1.3,987.0,116.0,4.3,727.0,73.0,1213.0,70.0,1244.0,502.0,18.2,28.3,0.5848,16.0,28.0,6.0,3.0,1.2333333333333332,64.33333333333333,62.666666666666664,4.300000000000002,1.4,70.0,65.0,4.8
2004-03-28 17:00:00,1.3,993.0,93.0,4.1,714.0,77.0,1217.0,75.0,1238.0,516.0,17.0,31.4,0.6048,17.0,28.0,6.0,3.0,1.3333333333333333,73.33333333333333,70.0,4.400000000000001,1.3,73.0,70.0,4.3
2004-03-28 18:00:00,1.4,1012.0,93.0,4.7,746.0,86.0,1174.0,86.0,1301.0,555.0,15.6,35.0,0.617,18.0,28.0,6.0,3.0,1.3333333333333333,78.66666666666667,77.0,4.366666666666668,1.3,77.0,75.0,4.1
2004-03-28 19:00:00,1.9,1114.0,155.0,6.2,823.0,93.0,1068.0,94.0,1357.0,671.0,14.1,40.2,0.6438,19.0,28.0,6.0,3.0,1.5333333333333332,85.33333333333333,85.0,5.000000000000001,1.4,86.0,86.0,4.7
2004-03-28 20:00:00,1.8,1093.0,115.0,5.5,789.0,105.0,1102.0,103.0,1329.0,788.0,13.4,43.2,0.6623,20.0,28.0,6.0,3.0,1.7,94.66666666666667,94.33333333333333,5.466666666666669,1.9,93.0,94.0,6.2
2004-03-28 21:00:00,1.1,968.0,75.0,3.3,669.0,67.0,1261.0,81.0,1246.0,538.0,12.3,46.8,0.6686,21.0,28.0,6.0,3.0,1.5999999999999999,88.33333333333333,92.66666666666667,5.000000000000002,1.8,105.0,103.0,5.5
2004-03-28 22:00:00,1.1,960.0,65.0,3.2,666.0,63.0,1266.0,80.0,1224.0,544.0,11.9,46.5,0.6449,22.0,28.0,6.0,3.0,1.3333333333333333,78.33333333333333,88.0,4.000000000000001,1.1,67.0,81.0,3.3
2004-03-28 23:00:00,1.1,942.0,57.0,2.9,648.0,63.0,1300.0,77.0,1204.0,500.0,11.5,46.6,0.6319,23.0,28.0,6.0,3.0,1.1,64.33333333333333,79.33333333333333,3.133333333333335,1.1,63.0,80.0,3.2
2004-03-29 00:00:00,0.9,888.0,40.0,2.2,598.0,46.0,1396.0,58.0,1156.0,417.0,10.6,48.0,0.6135,0.0,29.0,0.0,3.0,1.0333333333333334,57.333333333333336,71.66666666666667,2.766666666666669,1.1,63.0,77.0,2.9
2004-03-29 01:00:00,0.6,818.0,27.0,1.3,524.0,21.0,1588.0,31.0,1071.0,341.0,10.7,45.8,0.5895,1.0,29.0,0.0,3.0,0.8666666666666667,43.333333333333336,55.333333333333336,2.133333333333335,0.9,46.0,58.0,2.2
2004-03-29 02:00:00,0.5,840.0,23.0,1.1,509.0,22.0,1643.0,38.0,1076.0,352.0,10.4,46.6,0.5901,2.0,29.0,0.0,3.0,0.6666666666666666,29.666666666666668,42.333333333333336,1.5333333333333352,0.6,21.0,31.0,1.3
2004-03-29 05:00:00,0.7,898.0,33.0,1.7,559.0,55.0,1441.0,70.0,1180.0,648.0,10.1,51.2,0.6341,5.0,29.0,0.0,3.0,0.6666666666666666,47.0,64.5,1.4000000000000015,0.6,39.0,59.0,1.2
2004-03-29 06:00:00,0.9,946.0,40.0,2.9,643.0,76.0,1309.0,75.0,1232.0,760.0,9.9,50.7,0.6167,6.0,29.0,0.0,3.0,0.7333333333333334,56.666666666666664,68.0,1.9333333333333351,0.7,55.0,70.0,1.7
2004-03-29 07:00:00,2.9,1309.0,279.0,14.3,1125.0,181.0,844.0,103.0,1687.0,1183.0,8.1,56.8,0.615,7.0,29.0,0.0,3.0,1.5,104.0,82.66666666666667,6.300000000000002,0.9,76.0,75.0,2.9
2004-03-29 08:00:00,4.1,1326.0,743.0,19.7,1289.0,259.0,714.0,134.0,1806.0,1431.0,10.9,44.1,0.5748,8.0,29.0,0.0,3.0,2.6333333333333333,172.0,104.0,12.300000000000002,2.9,181.0,103.0,14.3
2004-03-29 09:00:00,1.5,966.0,147.0,5.5,786.0,118.0,1111.0,98.0,1258.0,705.0,11.8,37.6,0.5184,9.0,29.0,0.0,3.0,2.8333333333333335,186.0,111.66666666666667,13.16666666666667,4.1,259.0,134.0,19.7
2004-03-29 10:00:00,1.5,975.0,97.0,5.6,793.0,119.0,1133.0,97.0,1254.0,637.0,13.9,33.2,0.5222,10.0,29.0,0.0,3.0,2.3666666666666667,165.33333333333334,109.66666666666667,10.266666666666667,1.5,118.0,98.0,5.5
2004-03-29 11:00:00,1.5,988.0,118.0,5.8,803.0,123.0,1105.0,98.0,1293.0,658.0,15.6,30.1,0.5285,11.0,29.0,0.0,3.0,1.5,120.0,97.66666666666667,5.6333333333333355,1.5,119.0,97.0,5.6
2004-03-29 12:00:00,1.4,971.0,91.0,5.5,786.0,92.0,1129.0,78.0,1272.0,546.0,16.5,29.0,0.5406,12.0,29.0,0.0,3.0,1.4666666666666668,111.33333333333333,91.0,5.6333333333333355,1.5,123.0,98.0,5.8
2004-03-29 13:00:00,1.6,1010.0,146.0,6.5,833.0,91.0,1070.0,83.0,1332.0,561.0,17.5,27.9,0.5517,13.0,29.0,0.0,3.0,1.5000000000000002,102.0,86.33333333333333,5.933333333333336,1.4,92.0,78.0,5.5
2004-03-29 14:00:00,1.5,984.0,139.0,5.5,790.0,103.0,1131.0,92.0,1268.0,532.0,17.9,26.8,0.5446,14.0,29.0,0.0,3.0,1.5000000000000002,95.33333333333333,84.33333333333333,5.833333333333336,1.6,91.0,83.0,6.5
2004-03-29 15:00:00,1.4,962.0,155.0,5.2,776.0,102.0,1131.0,81.0,1247.0,535.0,18.2,26.1,0.5387,15.0,29.0,0.0,3.0,1.5000000000000002,98.66666666666667,85.33333333333333,5.733333333333335,1.5,103.0,92.0,5.5
2004-03-29 16:00:00,1.5,1012.0,128.0,5.8,801.0,94.0,1098.0,90.0,1289.0,525.0,18.0,27.1,0.5522,16.0,29.0,0.0,3.0,1.4666666666666668,99.66666666666667,87.66666666666667,5.500000000000003,1.4,102.0,81.0,5.2
2004-03-29 17:00:00,1.9,1058.0,166.0,7.9,896.0,98.0,996.0,95.0,1358.0,603.0,17.0,28.9,0.5558,17.0,29.0,0.0,3.0,1.6000000000000003,98.0,88.66666666666667,6.300000000000002,1.5,94.0,90.0,5.8
2004-03-29 18:00:00,2.5,1173.0,299.0,10.2,985.0,126.0,905.0,114.0,1477.0,802.0,16.1,31.3,0.568,18.0,29.0,0.0,3.0,1.9666666666666668,106.0,99.66666666666667,7.966666666666669,1.9,98.0,95.0,7.9
2004-03-29 19:00:00,2.1,1127.0,163.0,8.2,907.0,108.0,957.0,106.0,1404.0,796.0,14.5,35.4,0.5839,19.0,29.0,0.0,3.0,2.166666666666667,110.66666666666667,105.0,8.766666666666667,2.5,126.0,114.0,10.2
2004-03-29 20:00:00,1.6,1020.0,154.0,5.7,797.0,95.0,1066.0,99.0,1302.0,689.0,13.2,37.9,0.5733,20.0,29.0,0.0,3.0,2.066666666666667,109.66666666666667,106.33333333333333,8.033333333333335,2.1,108.0,106.0,8.2
2004-03-29 21:00:00,1.2,949.0,80.0,3.8,700.0,78.0,1221.0,90.0,1178.0,553.0,13.1,34.4,0.517,21.0,29.0,0.0,3.0,1.6333333333333337,93.66666666666667,98.33333333333333,5.900000000000002,1.6,95.0,99.0,5.7
2004-03-29 22:00:00,1.1,930.0,58.0,4.0,710.0,61.0,1278.0,82.0,1137.0,509.0,13.5,28.5,0.4405,22.0,29.0,0.0,3.0,1.3000000000000005,78.0,90.33333333333333,4.500000000000003,1.2,78.0,90.0,3.8
2004-03-29 23:00:00,1.0,900.0,55.0,2.8,643.0,55.0,1339.0,74.0,1089.0,455.0,12.4,31.9,0.4583,23.0,29.0,0.0,3.0,1.1000000000000003,64.66666666666667,82.0,3.5333333333333354,1.1,61.0,82.0,4.0
2004-03-30 00:00:00,1.0,899.0,33.0,2.6,630.0,57.0,1418.0,76.0,1050.0,425.0,13.1,26.8,0.4023,0.0,30.0,1.0,3.0,1.0333333333333334,57.666666666666664,77.33333333333333,3.133333333333336,1.0,55.0,74.0,2.8
2004-03-30 01:00:00,0.7,866.0,33.0,1.8,569.0,41.0,1468.0,66.0,1055.0,436.0,11.6,33.6,0.4595,1.0,30.0,1.0,3.0,0.9000000000000004,51.0,72.0,2.4000000000000026,1.0,57.0,76.0,2.6
